Master_Rec,zone_id,hour,Day,Hours,Latitude,Longitude
300718703,3,11,Thursday,11,35.20472,-89.86445
300718703,3,11,Thursday,11,35.20472,-89.86445
300718916,4,17,Wednesday,17,35.218745,-89.868298
300719918,4,3,Saturday,3,35.20466,-89.85966
300719922,3,11,Sunday,11,35.200549,-89.839358
300719922,3,11,Sunday,11,35.200549,-89.839358
300719923,1,7,Monday,7,35.212908,-89.81439
300719923,1,7,Monday,7,35.212908,-89.81439
300719923,1,7,Monday,7,35.212908,-89.81439
300719923,1,7,Monday,7,35.212908,-89.81439
300719930,8,12,Monday,12,35.2076,-89.79192
300720160,4,13,Monday,13,35.205635,-89.862
300720221,4,16,Monday,16,35.22898,-89.85786
300720225,4,17,Tuesday,17,35.217664,-89.862964
300720225,4,17,Tuesday,17,35.217664,-89.862964
300807305,1,14,Thursday,14,35.214369,-89.825317
300807306,1,17,Thursday,17,35.212854,-89.814393
300807306,1,17,Thursday,17,35.212854,-89.814393
300807306,1,17,Thursday,17,35.212854,-89.814393
300807306,1,17,Thursday,17,35.212854,-89.814393
300807308,1,12,Wednesday,12,35.234937,-89.811857
300807310,5,20,Thursday,20,35.268555,-89.85502
300807313,6,21,Saturday,21,35.25677,-89.79311
300807314,1,15,Sunday,15,35.214542,-89.82516
300807534,3,17,Monday,17,35.202698,-89.864471
300807791,3,22,Friday,22,35.20451,-89.85817
300807792,8,17,Monday,17,35.204785,-89.777694
300807792,8,17,Monday,17,35.204785,-89.777694
300807793,6,14,Tuesday,14,35.245968,-89.771914
300808080,3,9,Thursday,9,35.199648,-89.85684
300808081,5,18,Wednesday,18,35.257018,-89.833107
300808081,5,18,Wednesday,18,35.257018,-89.833107
300808082,4,11,Wednesday,11,35.20581,-89.857216
300808083,5,17,Wednesday,17,35.257214,-89.85324
300808326,2,18,Wednesday,18,35.233128,-89.81914
300808327,2,0,Wednesday,0,35.219486,-89.844138
300808887,6,13,Friday,13,35.252938,-89.773985
300808888,1,9,Saturday,9,35.20527,-89.83459
300808888,1,9,Saturday,9,35.20527,-89.83459
300808889,6,13,Saturday,13,35.247908,-89.793223
300808891,1,21,Saturday,21,35.220336,-89.819355
300808892,7,12,Sunday,12,35.221485,-89.77531
300809021,5,17,Sunday,17,35.244865,-89.85127
300809440,3,11,Wednesday,11,35.197786,-89.842148
300809441,7,16,Monday,16,35.24146,-89.77211
300809445,2,7,Tuesday,7,35.214966,-89.825834
300809902,8,20,Saturday,20,35.207737,-89.76807
300809904,2,14,Wednesday,14,35.233959,-89.845095
300809906,4,16,Wednesday,16,35.218838,-89.8676
300810573,2,20,Saturday,20,35.205086,-89.84026
300810574,2,16,Friday,16,35.215512,-89.826473
300810575,4,13,Wednesday,13,35.204902,-89.868515
300810576,2,7,Wednesday,7,35.213396,-89.840128
300810577,1,20,Friday,20,35.216702,-89.808102
300810577,1,20,Friday,20,35.216702,-89.808102
300810577,1,20,Friday,20,35.216702,-89.808102
300810577,1,20,Friday,20,35.216702,-89.808102
300810578,3,12,Saturday,12,35.190371,-89.869296
300811069,6,16,Saturday,16,35.263648,-89.768636
300811075,3,17,Tuesday,17,35.205044,-89.83888
300811093,1,15,Tuesday,15,35.23376,-89.79344
300811334,7,7,Thursday,7,35.227524,-89.79203
300812070,3,18,Saturday,18,35.190445,-89.8532
300812410,4,15,Friday,15,35.205102,-89.880634
300812411,3,16,Saturday,16,35.204877,-89.840488
300812413,1,16,Saturday,16,35.205321,-89.834545
300812413,1,16,Saturday,16,35.205321,-89.834545
300812415,2,19,Saturday,19,35.21688,-89.830045
300812416,5,6,Sunday,6,35.242271,-89.861872
300812416,5,6,Sunday,6,35.242271,-89.861872
300812668,7,12,Friday,12,35.217448,-89.78445
300812669,2,19,Monday,19,35.20491,-89.83987
300812670,3,16,Monday,16,35.203923,-89.840461
300812671,4,15,Tuesday,15,35.204551,-89.865574
300812994,8,17,Tuesday,17,35.206216,-89.814815
300812995,1,16,Wednesday,16,35.213163,-89.817227
300812996,3,17,Wednesday,17,35.199978,-89.868065
300812997,3,0,Thursday,0,35.204565,-89.835262
300812998,1,7,Thursday,7,35.214579,-89.825162
300812999,1,11,Thursday,11,35.212955,-89.8145
300812999,1,11,Thursday,11,35.212955,-89.8145
300812999,1,11,Thursday,11,35.212955,-89.8145
300812999,1,11,Thursday,11,35.212955,-89.8145
300814541,4,20,Thursday,20,35.216635,-89.852615
300814760,3,13,Wednesday,13,35.193471,-89.846487
300890453,2,11,Thursday,11,35.209436,-89.84173
300890454,2,10,Thursday,10,35.208373,-89.840527
300891114,6,16,Thursday,16,35.24061,-89.785462
300891115,8,21,Saturday,21,35.205331,-89.814597
300891127,2,8,Saturday,8,35.20642,-89.840496
300891129,5,20,Saturday,20,35.259017,-89.833267
300891329,3,11,Monday,11,35.190484,-89.869183
300891330,3,11,Friday,11,35.199112,-89.868545
300891504,5,15,Tuesday,15,35.257033,-89.833165
300891504,5,15,Tuesday,15,35.257033,-89.833165
300891505,1,19,Tuesday,19,35.205023,-89.791827
300891505,1,19,Tuesday,19,35.205023,-89.791827
300891918,4,23,Friday,23,35.233874,-89.829063
300891922,7,14,Wednesday,14,35.238157,-89.780706
300892500,1,17,Wednesday,17,35.235928,-89.819105
300892503,4,18,Wednesday,18,35.233931,-89.858541
300892504,1,10,Friday,10,35.205558,-89.834007
300892504,1,10,Friday,10,35.205558,-89.834007
300892509,3,17,Friday,17,35.202851,-89.840478
300892510,3,12,Saturday,12,35.203449,-89.875722
300892512,5,15,Saturday,15,35.261453,-89.822356
300892513,4,17,Sunday,17,35.205169,-89.880583
300892519,6,20,Sunday,20,35.256201,-89.787329
300892565,2,16,Saturday,16,35.205147,-89.838836
300893911,1,15,Monday,15,35.216374,-89.791745
300893913,4,12,Tuesday,12,35.216586,-89.851417
300893914,4,7,Wednesday,7,35.204324,-89.872467
300893922,4,17,Sunday,17,35.21293,-89.868203
300893922,4,17,Sunday,17,35.21293,-89.868203
300893928,8,13,Sunday,13,35.216386,-89.791654
300893929,8,12,Sunday,12,35.204819,-89.777732
300893929,8,12,Sunday,12,35.204819,-89.777732
300893930,5,20,Saturday,20,35.262357,-89.83836
300893931,2,15,Friday,15,35.215496,-89.826462
300893932,3,16,Saturday,16,35.190603,-89.869296
300893936,6,12,Monday,12,35.244672,-89.793245
300893937,7,7,Monday,7,35.217204,-89.782185
300893941,2,17,Friday,17,35.220212,-89.835787
300893942,7,21,Saturday,21,35.216734,-89.776244
300894528,1,8,Monday,8,35.23212,-89.806663
300894533,2,13,Tuesday,13,35.206132,-89.840539
300894534,6,1,Tuesday,1,35.259072,-89.848916
300894535,3,11,Wednesday,11,35.20469,-89.843222
300894536,3,13,Wednesday,13,35.204791,-89.840624
300894537,2,15,Wednesday,15,35.233074,-89.819148
300894538,2,13,Thursday,13,35.205514,-89.834424
300894538,2,13,Thursday,13,35.205514,-89.834424
300894549,3,17,Tuesday,17,35.203776,-89.848072
300894701,8,13,Thursday,13,35.206198,-89.791946
300894703,3,6,Friday,6,35.200547,-89.839405
300894703,3,6,Friday,6,35.200547,-89.839405
300894704,7,6,Thursday,6,35.216727,-89.7762
300895447,6,17,Friday,17,35.266245,-89.792665
300895448,3,11,Tuesday,11,35.203668,-89.840551
300895454,1,12,Monday,12,35.216361,-89.79189
300895455,4,13,Monday,13,35.204602,-89.857411
300895459,5,8,Tuesday,8,35.241135,-89.837634
300895459,5,8,Tuesday,8,35.241135,-89.837634
300895466,1,18,Saturday,18,35.205145,-89.814781
300895469,4,9,Monday,9,35.21665,-89.846762
300895475,3,19,Friday,19,35.195973,-89.862114
300895476,6,10,Saturday,10,35.263405,-89.786093
300895477,5,0,Saturday,0,35.236531,-89.819159
300895481,6,13,Friday,13,35.261406,-89.784768
300895481,6,13,Friday,13,35.261406,-89.784768
300896497,5,10,Monday,10,35.241081,-89.837598
300896497,5,10,Monday,10,35.241081,-89.837598
300896502,2,18,Wednesday,18,35.215459,-89.826704
300896503,2,13,Thursday,13,35.204845,-89.840211
300896504,1,15,Thursday,15,35.223505,-89.792139
300896505,3,18,Thursday,18,35.202885,-89.864563
300896510,7,18,Sunday,18,35.239881,-89.772158
300896511,3,8,Monday,8,35.20058,-89.839402
300896511,3,8,Monday,8,35.20058,-89.839402
300896514,6,8,Wednesday,8,35.245356,-89.773418
300896515,3,12,Thursday,12,35.205369,-89.835833
300896516,3,12,Wednesday,12,35.190726,-89.8692
300896517,6,5,Sunday,5,35.253347,-89.78776
300896519,1,16,Monday,16,35.220859,-89.818684
300896964,3,6,Wednesday,6,35.202878,-89.864564
300896965,2,6,Tuesday,6,35.216946,-89.836046
300897014,1,10,Monday,10,35.21455,-89.82518
300898098,2,8,Monday,8,35.234589,-89.838023
300898673,6,12,Tuesday,12,35.244203,-89.793276
102915886,4,10,Friday,10,35.27146,-89.85931
300689745,8,15,Wednesday,15,35.207664,-89.792534
300689813,8,7,Wednesday,7,35.21007,-89.77407
300690036,3,16,Thursday,16,35.204994,-89.834877
300690036,3,16,Thursday,16,35.204994,-89.834877
300690037,2,17,Thursday,17,35.208397,-89.84056
300690381,4,22,Thursday,22,35.213063,-89.870048
300690727,4,19,Saturday,19,35.204807,-89.86319
300690728,3,20,Saturday,20,35.20094,-89.839709
300690728,3,20,Saturday,20,35.20094,-89.839709
300690729,2,11,Sunday,11,35.213327,-89.839902
300690730,4,14,Sunday,14,35.229268,-89.856854
300691191,4,20,Friday,20,35.21291,-89.868184
300691191,4,20,Friday,20,35.21291,-89.868184
300691764,2,8,Friday,8,35.204838,-89.840626
300692160,4,12,Saturday,12,35.204586,-89.85736
300692163,2,16,Friday,16,35.226536,-89.846382
300692164,4,16,Friday,16,35.204884,-89.86155
300692167,3,20,Wednesday,20,35.203106,-89.836737
300692167,3,20,Wednesday,20,35.203106,-89.836737
300692168,2,14,Friday,14,35.20488,-89.840485
300692169,5,15,Friday,15,35.240486,-89.837604
300692169,5,15,Friday,15,35.240486,-89.837604
300692170,1,13,Friday,13,35.23382,-89.79362
300692174,3,18,Tuesday,18,35.204643,-89.86402
300692174,3,18,Tuesday,18,35.204643,-89.86402
300692175,1,18,Tuesday,18,35.22709,-89.80829
300692179,4,13,Monday,13,35.2107,-89.863347
300692180,3,9,Tuesday,9,35.20337,-89.8686
300692190,8,16,Friday,16,35.216725,-89.791663
300692407,2,12,Thursday,12,35.227293,-89.835719
300692410,4,17,Monday,17,35.204171,-89.868514
300692618,3,16,Monday,16,35.20462,-89.86445
300692618,3,16,Monday,16,35.20462,-89.86445
300692619,5,20,Tuesday,20,35.259556,-89.822952
300692622,3,17,Tuesday,17,35.20477,-89.863519
300692622,3,17,Tuesday,17,35.20477,-89.863519
300692931,7,14,Saturday,14,35.212874,-89.759067
300692934,3,11,Wednesday,11,35.204742,-89.842384
300693857,1,19,Wednesday,19,35.228781,-89.810165
300693857,1,19,Wednesday,19,35.228781,-89.810165
300693860,1,21,Friday,21,35.216654,-89.808149
300693860,1,21,Friday,21,35.216654,-89.808149
300693860,1,21,Friday,21,35.216654,-89.808149
300693860,1,21,Friday,21,35.216654,-89.808149
300693865,3,7,Sunday,7,35.19435,-89.86476
300693894,8,12,Friday,12,35.216398,-89.791683
300694087,7,22,Monday,22,35.216619,-89.771392
300694123,7,12,Monday,12,35.245884,-89.771721
300694128,1,17,Monday,17,35.213326,-89.820298
300694130,1,13,Monday,13,35.204964,-89.79194
300694175,2,12,Tuesday,12,35.21763,-89.846136
300694326,3,16,Tuesday,16,35.199893,-89.840081
300694631,6,8,Wednesday,8,35.263625,-89.768697
300694632,4,14,Wednesday,14,35.207012,-89.86847
300694633,4,15,Wednesday,15,35.229967,-89.865144
300694634,7,7,Thursday,7,35.217139,-89.781435
300694852,5,20,Saturday,20,35.257165,-89.833148
300694852,5,20,Saturday,20,35.257165,-89.833148
300694853,3,21,Friday,21,35.203554,-89.864297
300695636,2,19,Saturday,19,35.204918,-89.847339
300695637,3,13,Friday,13,35.210747,-89.84002
300695638,3,15,Friday,15,35.192641,-89.847738
300695638,3,15,Friday,15,35.192641,-89.847738
300695639,4,14,Friday,14,35.221349,-89.863643
300695639,4,14,Friday,14,35.221349,-89.863643
300695640,2,16,Friday,16,35.205232,-89.838605
300695641,6,16,Friday,16,35.261931,-89.768787
300696156,3,13,Sunday,13,35.204581,-89.864223
300696156,3,13,Sunday,13,35.204581,-89.864223
300696157,2,15,Monday,15,35.205551,-89.84056
300696158,2,11,Tuesday,11,35.205395,-89.83456
300696158,2,11,Tuesday,11,35.205395,-89.83456
300696159,3,12,Tuesday,12,35.198709,-89.868663
300696160,3,14,Tuesday,14,35.198609,-89.868836
300696161,3,15,Tuesday,15,35.190345,-89.85495
300696439,4,15,Wednesday,15,35.221059,-89.864135
300696439,4,15,Wednesday,15,35.221059,-89.864135
103232320,4,23,Wednesday,23,35.27599,-89.85479
300784566,5,0,Thursday,0,35.258935,-89.871582
300784589,2,11,Wednesday,11,35.219598,-89.820271
300784621,6,7,Friday,7,35.248726,-89.816637
300784622,2,7,Friday,7,35.216981,-89.836126
300784624,3,13,Friday,13,35.200361,-89.839648
300784624,3,13,Friday,13,35.200361,-89.839648
300784625,2,9,Saturday,9,35.217037,-89.83558
300784627,4,14,Saturday,14,35.21015,-89.87607
300784628,5,16,Saturday,16,35.233851,-89.855973
300784629,3,7,Sunday,7,35.200554,-89.83938
300784629,3,7,Sunday,7,35.200554,-89.83938
300784630,2,14,Sunday,14,35.20841,-89.84059
300784631,6,12,Monday,12,35.240611,-89.785591
300784830,3,14,Sunday,14,35.200214,-89.83976
300784830,3,14,Sunday,14,35.200214,-89.83976
300784831,3,15,Saturday,15,35.204945,-89.834927
300784831,3,15,Saturday,15,35.204945,-89.834927
300784967,1,12,Tuesday,12,35.20541,-89.834006
300784967,1,12,Tuesday,12,35.20541,-89.834006
300785183,2,17,Tuesday,17,35.204704,-89.845055
300785184,7,8,Wednesday,8,35.231697,-89.79295
300785185,1,17,Tuesday,17,35.228949,-89.810495
300785185,1,17,Tuesday,17,35.228949,-89.810495
300786090,3,18,Thursday,18,35.20533,-89.834567
300786090,3,18,Thursday,18,35.20533,-89.834567
300786091,4,18,Wednesday,18,35.221248,-89.863828
300786091,4,18,Wednesday,18,35.221248,-89.863828
300786092,2,17,Thursday,17,35.204721,-89.845816
300786095,6,8,Friday,8,35.237469,-89.793435
300786095,6,8,Friday,8,35.237469,-89.793435
300786096,5,7,Friday,7,35.254609,-89.858677
300786097,1,19,Saturday,19,35.204918,-89.81459
300786098,5,16,Friday,16,35.265974,-89.857386
300786377,4,9,Monday,9,35.219445,-89.875733
300786378,8,13,Monday,13,35.20501,-89.80234
300786378,8,13,Monday,13,35.20501,-89.80234
300786379,3,16,Monday,16,35.204678,-89.84048
300787740,2,13,Tuesday,13,35.216989,-89.836076
300787742,1,17,Tuesday,17,35.205402,-89.834496
300787742,1,17,Tuesday,17,35.205402,-89.834496
300787750,4,17,Tuesday,17,35.226635,-89.846725
300787751,7,12,Wednesday,12,35.209371,-89.769
300787752,5,13,Wednesday,13,35.265167,-89.83483
300787757,4,15,Thursday,15,35.204723,-89.847883
300787758,4,15,Thursday,15,35.204716,-89.86426
300787758,4,15,Thursday,15,35.204716,-89.86426
300787759,3,18,Thursday,18,35.200527,-89.839455
300787759,3,18,Thursday,18,35.200527,-89.839455
300787999,3,8,Monday,8,35.19014,-89.85045
300787999,3,8,Monday,8,35.19014,-89.85045
300788011,4,13,Monday,13,35.218745,-89.867935
300788578,2,7,Wednesday,7,35.20507,-89.84145
300788579,6,7,Thursday,7,35.256903,-89.765631
300788844,3,16,Thursday,16,35.204323,-89.83555
300789469,6,7,Thursday,7,35.26197,-89.80628
300789471,1,7,Friday,7,35.216084,-89.79168
300789472,1,10,Friday,10,35.218327,-89.79516
300789474,1,12,Friday,12,35.213974,-89.824326
300789476,2,16,Friday,16,35.205177,-89.839386
300789477,1,18,Friday,18,35.228092,-89.81198
300789479,1,18,Friday,18,35.216377,-89.79169
300789481,2,17,Sunday,17,35.205508,-89.836441
300789738,2,7,Monday,7,35.228784,-89.839177
300789739,3,12,Monday,12,35.205286,-89.834559
300789739,3,12,Monday,12,35.205286,-89.834559
300789740,2,6,Tuesday,6,35.216964,-89.836041
300790222,3,10,Friday,10,35.20414,-89.853294
300790223,8,12,Tuesday,12,35.204243,-89.784836
300790226,1,0,Tuesday,0,35.205743,-89.824856
300790227,2,15,Wednesday,15,35.204854,-89.84057
300790228,3,20,Wednesday,20,35.20466,-89.83968
300791211,3,14,Saturday,14,35.200429,-89.867233
300791212,4,14,Monday,14,35.206276,-89.88611
300791215,4,14,Thursday,14,35.206863,-89.86865
300791218,5,18,Thursday,18,35.257385,-89.8332
300791218,5,18,Thursday,18,35.257385,-89.8332
300792223,4,14,Wednesday,14,35.218733,-89.867881
300870227,2,5,Wednesday,5,35.231373,-89.833397
300871561,1,12,Wednesday,12,35.205036,-89.792023
300871561,1,12,Wednesday,12,35.205036,-89.792023
300871570,4,6,Thursday,6,35.218847,-89.867692
300871577,4,10,Friday,10,35.204757,-89.861495
300871581,4,12,Friday,12,35.204742,-89.861506
300871582,4,16,Saturday,16,35.210237,-89.880544
300871582,4,16,Saturday,16,35.210237,-89.880544
300871586,5,15,Sunday,15,35.247156,-89.85127
300871592,3,16,Sunday,16,35.204762,-89.863303
300871594,3,18,Friday,18,35.204665,-89.85742
300871802,3,8,Sunday,8,35.194074,-89.869285
300871803,6,8,Tuesday,8,35.261339,-89.784733
300871803,6,8,Tuesday,8,35.261339,-89.784733
300871804,2,18,Tuesday,18,35.20494,-89.840433
300871808,5,0,Saturday,0,35.261733,-89.835299
300872032,3,11,Tuesday,11,35.20361,-89.840414
300872044,6,12,Wednesday,12,35.261354,-89.784806
300872044,6,12,Wednesday,12,35.261354,-89.784806
300872045,6,11,Wednesday,11,35.252788,-89.77413
300873024,2,14,Monday,14,35.204908,-89.840194
300873029,4,16,Saturday,16,35.218833,-89.868778
300873039,6,11,Saturday,11,35.26364,-89.7685
300873045,4,9,Thursday,9,35.204759,-89.862077
300873046,6,10,Friday,10,35.261693,-89.795004
300873047,5,10,Thursday,10,35.25724,-89.833292
300873047,5,10,Thursday,10,35.25724,-89.833292
300873048,3,11,Thursday,11,35.204853,-89.840467
300873049,4,18,Friday,18,35.206944,-89.87925
300873050,4,18,Saturday,18,35.204758,-89.864231
300873050,4,18,Saturday,18,35.204758,-89.864231
300873051,7,18,Sunday,18,35.246204,-89.772436
300873373,8,14,Tuesday,14,35.215046,-89.813541
300873379,1,17,Monday,17,35.218262,-89.791737
300873387,4,10,Thursday,10,35.204916,-89.868551
300873519,4,6,Monday,6,35.22393,-89.862269
300873520,1,0,Thursday,0,35.226485,-89.798083
300873521,6,18,Thursday,18,35.250175,-89.773879
300874433,4,16,Sunday,16,35.21341,-89.879784
300874443,2,17,Monday,17,35.216831,-89.838056
300874448,3,8,Thursday,8,35.203098,-89.86866
300874449,6,12,Friday,12,35.265924,-89.79322
300874450,4,11,Saturday,11,35.230892,-89.850961
300874452,4,6,Tuesday,6,35.218829,-89.867923
300875762,2,12,Sunday,12,35.216863,-89.831086
300875765,2,7,Sunday,7,35.216926,-89.836193
300875778,5,22,Thursday,22,35.240087,-89.84097
300875781,2,16,Thursday,16,35.219499,-89.82014
300875782,4,15,Friday,15,35.209943,-89.868314
300875782,4,15,Friday,15,35.209943,-89.868314
300875787,1,6,Thursday,6,35.233548,-89.801712
300875788,6,8,Thursday,8,35.234995,-89.811854
300875789,7,11,Thursday,11,35.208574,-89.791824
300875790,8,19,Tuesday,19,35.207396,-89.814576
300875791,4,13,Wednesday,13,35.204656,-89.864287
300875791,4,13,Wednesday,13,35.204656,-89.864287
300875792,4,14,Wednesday,14,35.218753,-89.868169
300875793,3,16,Wednesday,16,35.198079,-89.849674
300875794,3,8,Saturday,8,35.204673,-89.847987
300875802,4,13,Tuesday,13,35.204752,-89.862035
300876016,4,20,Friday,20,35.208719,-89.882909
300876017,7,16,Monday,16,35.23742,-89.793698
300876017,7,16,Monday,16,35.23742,-89.793698
300877380,1,14,Tuesday,14,35.2164,-89.791663
300877381,5,14,Wednesday,14,35.264736,-89.851549
300877382,4,12,Friday,12,35.218571,-89.863089
300877382,4,12,Friday,12,35.218571,-89.863089
300877389,1,8,Wednesday,8,35.216322,-89.791659
300877391,8,19,Tuesday,19,35.204727,-89.79201
300877392,7,17,Wednesday,17,35.245722,-89.772519
300877395,7,22,Wednesday,22,35.221732,-89.775298
300877396,3,21,Friday,21,35.205369,-89.834385
300877396,3,21,Friday,21,35.205369,-89.834385
300879164,2,13,Friday,13,35.212294,-89.839072
300879167,8,20,Friday,20,35.207569,-89.792192
300880122,4,8,Tuesday,8,35.206624,-89.884693
300880138,1,12,Thursday,12,35.213,-89.814326
300880138,1,12,Thursday,12,35.213,-89.814326
300880138,1,12,Thursday,12,35.213,-89.814326
300880138,1,12,Thursday,12,35.213,-89.814326
300982599,2,17,Tuesday,17,35.20536,-89.838031
102976262,4,6,Tuesday,6,35.2735,-89.85727
300678442,4,10,Saturday,10,35.211949,-89.873554
300705268,3,13,Monday,13,35.204735,-89.84308
300705269,1,18,Tuesday,18,35.21278,-89.81451
300705269,1,18,Tuesday,18,35.21278,-89.81451
300705269,1,18,Tuesday,18,35.21278,-89.81451
300705269,1,18,Tuesday,18,35.21278,-89.81451
300705577,4,17,Thursday,17,35.204235,-89.86798
300705615,3,16,Thursday,16,35.204147,-89.86851
300705896,3,14,Saturday,14,35.204723,-89.85984
300706321,2,17,Sunday,17,35.207621,-89.844035
300706322,4,20,Tuesday,20,35.204162,-89.868333
300706323,7,14,Sunday,14,35.241389,-89.772131
300706324,3,14,Sunday,14,35.204765,-89.8642
300706324,3,14,Sunday,14,35.204765,-89.8642
300706414,1,14,Saturday,14,35.229584,-89.809954
300706414,1,14,Saturday,14,35.229584,-89.809954
300706415,1,10,Sunday,10,35.212949,-89.814374
300706415,1,10,Sunday,10,35.212949,-89.814374
300706415,1,10,Sunday,10,35.212949,-89.814374
300706415,1,10,Sunday,10,35.212949,-89.814374
300706576,5,4,Monday,4,35.2561,-89.84458
300706656,4,10,Tuesday,10,35.204647,-89.85874
300706657,2,12,Tuesday,12,35.205325,-89.840476
300707852,4,16,Tuesday,16,35.206407,-89.857164
300707853,4,19,Tuesday,19,35.204695,-89.874702
300707854,2,16,Wednesday,16,35.204761,-89.847805
300707855,5,7,Thursday,7,35.257904,-89.86144
300707857,1,15,Thursday,15,35.217811,-89.821825
300707859,1,9,Friday,9,35.21297,-89.81445
300707859,1,9,Friday,9,35.21297,-89.81445
300707859,1,9,Friday,9,35.21297,-89.81445
300707859,1,9,Friday,9,35.21297,-89.81445
300707860,4,10,Friday,10,35.213085,-89.87451
300707862,4,15,Friday,15,35.204803,-89.84826
300708051,8,14,Saturday,14,35.204734,-89.791948
300708051,8,14,Saturday,14,35.204734,-89.791948
300708052,5,14,Saturday,14,35.256859,-89.848758
300708054,2,18,Saturday,18,35.204847,-89.840844
300708530,4,16,Monday,16,35.216258,-89.86319
300708619,4,9,Tuesday,9,35.213667,-89.868134
300708802,2,9,Tuesday,9,35.20724,-89.84611
300708803,1,12,Tuesday,12,35.205416,-89.834333
300708803,1,12,Tuesday,12,35.205416,-89.834333
300708884,5,10,Wednesday,10,35.237399,-89.851249
300709101,2,12,Wednesday,12,35.207788,-89.840626
300709102,8,13,Wednesday,13,35.204995,-89.802319
300709102,8,13,Wednesday,13,35.204995,-89.802319
300709103,6,16,Wednesday,16,35.237273,-89.793469
300709103,6,16,Wednesday,16,35.237273,-89.793469
300709150,1,17,Wednesday,17,35.227444,-89.811537
300710360,1,12,Thursday,12,35.228778,-89.81064
300710360,1,12,Thursday,12,35.228778,-89.81064
300710361,8,15,Friday,15,35.2048,-89.79204
300710361,8,15,Friday,15,35.2048,-89.79204
300710362,5,8,Friday,8,35.26266,-89.8619
300710363,2,17,Thursday,17,35.205185,-89.838998
300710364,3,9,Friday,9,35.200684,-89.839325
300710364,3,9,Friday,9,35.200684,-89.839325
300710365,7,12,Friday,12,35.218171,-89.748537
300710366,1,13,Friday,13,35.233878,-89.801671
300710368,8,18,Friday,18,35.21636,-89.791916
300710372,3,2,Saturday,2,35.188126,-89.86961
300710386,7,15,Saturday,15,35.23693,-89.79342
300710386,7,15,Saturday,15,35.23693,-89.79342
300710388,2,21,Saturday,21,35.232033,-89.83885
300710389,4,15,Saturday,15,35.204726,-89.847794
300710441,7,14,Monday,14,35.244323,-89.776008
300710927,3,16,Monday,16,35.204867,-89.840405
300710928,4,20,Tuesday,20,35.20472,-89.862071
300711541,4,7,Thursday,7,35.21311,-89.863395
300711542,2,14,Friday,14,35.229115,-89.836205
300711543,2,17,Friday,17,35.205222,-89.838699
300712378,8,13,Friday,13,35.217233,-89.791742
300712379,6,22,Saturday,22,35.264473,-89.79977
300712380,5,11,Sunday,11,35.241291,-89.846581
300712381,3,13,Sunday,13,35.19915,-89.868525
300712393,6,16,Monday,16,35.251305,-89.793304
300798609,2,0,Sunday,0,35.223551,-89.819301
300798612,2,15,Monday,15,35.20614,-89.840385
300798859,6,17,Monday,17,35.263622,-89.76871
300798860,3,21,Tuesday,21,35.200668,-89.839185
300798860,3,21,Tuesday,21,35.200668,-89.839185
300799500,6,17,Thursday,17,35.261172,-89.822357
300799502,1,8,Thursday,8,35.213057,-89.814817
300799502,1,8,Thursday,8,35.213057,-89.814817
300799502,1,8,Thursday,8,35.213057,-89.814817
300799502,1,8,Thursday,8,35.213057,-89.814817
300799503,6,15,Thursday,15,35.244932,-89.842987
300799504,2,17,Thursday,17,35.204831,-89.840559
300799505,4,18,Thursday,18,35.21835,-89.863556
300800221,4,15,Tuesday,15,35.204624,-89.85631
300800222,1,14,Friday,14,35.225804,-89.807729
300800223,7,16,Friday,16,35.21661,-89.771286
300800224,6,16,Friday,16,35.235852,-89.797484
300800245,6,13,Sunday,13,35.260147,-89.812843
300800263,1,12,Saturday,12,35.219585,-89.7919
300800507,4,20,Sunday,20,35.217377,-89.87873
300800508,3,14,Monday,14,35.205456,-89.83495
300800508,3,14,Monday,14,35.205456,-89.83495
300802096,2,2,Saturday,2,35.209248,-89.84041
300802096,2,2,Saturday,2,35.209248,-89.84041
300802097,5,18,Thursday,18,35.262486,-89.85224
300802098,2,15,Wednesday,15,35.204823,-89.84049
300802099,2,0,Wednesday,0,35.22749,-89.81939
300802100,2,20,Thursday,20,35.220703,-89.835821
300802101,7,6,Friday,6,35.233247,-89.754876
300802102,2,16,Friday,16,35.205055,-89.83944
300802106,2,18,Friday,18,35.21991,-89.836136
300802108,3,13,Saturday,13,35.204627,-89.862951
300802109,8,13,Saturday,13,35.20527,-89.777702
300802110,3,14,Saturday,14,35.20348,-89.86433
300802111,5,14,Sunday,14,35.253585,-89.808468
300802113,8,14,Sunday,14,35.241433,-89.772113
300802114,1,17,Sunday,17,35.230037,-89.799755
300802335,3,18,Monday,18,35.190655,-89.86908
300803945,1,15,Thursday,15,35.212932,-89.814399
300803945,1,15,Thursday,15,35.212932,-89.814399
300803945,1,15,Thursday,15,35.212932,-89.814399
300803945,1,15,Thursday,15,35.212932,-89.814399
300803946,3,15,Sunday,15,35.190732,-89.869322
300803947,4,9,Thursday,9,35.21301,-89.87045
300803948,4,15,Sunday,15,35.204735,-89.853994
300803949,8,12,Tuesday,12,35.211422,-89.81461
300803950,8,17,Monday,17,35.204809,-89.802305
300803950,8,17,Monday,17,35.204809,-89.802305
300803951,1,17,Tuesday,17,35.227664,-89.811857
300803952,3,18,Tuesday,18,35.20039,-89.83954
300803952,3,18,Tuesday,18,35.20039,-89.83954
300803953,1,19,Tuesday,19,35.237341,-89.793774
300803953,1,19,Tuesday,19,35.237341,-89.793774
