Master_Rec,zone_id,hour,Day,Hours,Latitude,Longitude
300803957,3,9,Wednesday,9,35.200562,-89.839387
300803957,3,9,Wednesday,9,35.200562,-89.839387
300803958,5,7,Wednesday,7,35.259122,-89.853022
300803961,2,15,Tuesday,15,35.227554,-89.80801
300803962,6,2,Thursday,2,35.249104,-89.793396
300803963,5,16,Thursday,16,35.265585,-89.839455
300803964,5,12,Thursday,12,35.257946,-89.85221
300803965,1,17,Thursday,17,35.221893,-89.81536
300804238,2,11,Friday,11,35.222268,-89.824934
300804239,7,9,Friday,9,35.223804,-89.746855
300804240,4,12,Friday,12,35.230986,-89.851506
300804241,5,23,Friday,23,35.259304,-89.840096
300804242,5,21,Saturday,21,35.238113,-89.835132
300804243,1,0,Sunday,0,35.20541,-89.82723
300804722,4,11,Tuesday,11,35.20459,-89.857351
300804723,3,8,Friday,8,35.199932,-89.84004
300804727,5,8,Tuesday,8,35.264732,-89.84605
300804729,1,13,Tuesday,13,35.214334,-89.825283
300804731,3,7,Wednesday,7,35.20088,-89.83964
300804731,3,7,Wednesday,7,35.20088,-89.83964
300804733,8,18,Wednesday,18,35.20477,-89.77769
300804733,8,18,Wednesday,18,35.20477,-89.77769
300805869,1,13,Wednesday,13,35.204712,-89.79202
300805869,1,13,Wednesday,13,35.204712,-89.79202
300805870,4,21,Wednesday,21,35.204697,-89.86423
300805870,4,21,Wednesday,21,35.204697,-89.86423
300805871,4,18,Thursday,18,35.205355,-89.883445
300805873,8,14,Friday,14,35.204693,-89.77872
300805874,2,17,Saturday,17,35.205358,-89.838045
300805877,2,20,Saturday,20,35.229015,-89.83638
300805878,4,4,Sunday,4,35.204166,-89.86851
300805881,7,15,Sunday,15,35.241478,-89.7721
300805882,4,17,Monday,17,35.22658,-89.84071
300806414,2,13,Tuesday,13,35.216583,-89.845298
300806419,4,18,Tuesday,18,35.204487,-89.84817
300806420,8,16,Tuesday,16,35.204869,-89.777651
300806420,8,16,Tuesday,16,35.204869,-89.777651
300884028,1,21,Monday,21,35.218658,-89.80274
300884031,3,18,Monday,18,35.200556,-89.867756
300884659,6,20,Tuesday,20,35.204357,-89.847543
300884660,8,16,Tuesday,16,35.216345,-89.791901
300884661,8,10,Wednesday,10,35.209116,-89.797835
300884662,5,19,Tuesday,19,35.241079,-89.837688
300884662,5,19,Tuesday,19,35.241079,-89.837688
300884666,7,19,Wednesday,19,35.219312,-89.761176
300884671,1,14,Wednesday,14,35.212983,-89.814685
300884671,1,14,Wednesday,14,35.212983,-89.814685
300884671,1,14,Wednesday,14,35.212983,-89.814685
300884671,1,14,Wednesday,14,35.212983,-89.814685
300884672,1,15,Wednesday,15,35.232453,-89.806107
300884673,2,14,Wednesday,14,35.214396,-89.835527
300884674,7,16,Wednesday,16,35.234969,-89.79972
300884676,3,8,Thursday,8,35.204571,-89.86539
300884972,1,0,Saturday,0,35.220094,-89.818048
300886034,5,7,Thursday,7,35.257448,-89.856175
300886232,2,15,Thursday,15,35.219524,-89.820157
300886234,5,17,Thursday,17,35.258981,-89.833267
300886238,7,11,Sunday,11,35.220685,-89.786716
300886239,4,16,Tuesday,16,35.204139,-89.870549
300886240,3,7,Monday,7,35.204529,-89.864244
300886240,3,7,Monday,7,35.204529,-89.864244
300886241,3,20,Thursday,20,35.190435,-89.869322
300886244,6,22,Saturday,22,35.24339,-89.819243
300886246,1,15,Monday,15,35.214467,-89.825082
300886254,3,19,Wednesday,19,35.204675,-89.864181
300886254,3,19,Wednesday,19,35.204675,-89.864181
300886265,8,9,Saturday,9,35.207338,-89.777917
300886266,4,15,Monday,15,35.204785,-89.863206
300886267,8,15,Friday,15,35.209569,-89.777807
300886268,4,11,Monday,11,35.204752,-89.861495
300886954,3,10,Monday,10,35.192271,-89.854885
300887169,4,18,Sunday,18,35.208588,-89.885696
300887170,5,17,Sunday,17,35.265505,-89.842046
300887171,7,18,Monday,18,35.237478,-89.793437
300887171,7,18,Monday,18,35.237478,-89.793437
300888700,2,14,Wednesday,14,35.220458,-89.819162
300888701,4,16,Wednesday,16,35.205838,-89.857241
300888703,3,20,Tuesday,20,35.201082,-89.868838
300888704,1,20,Wednesday,20,35.20534,-89.834509
300888704,1,20,Wednesday,20,35.20534,-89.834509
300888705,8,17,Sunday,17,35.218075,-89.791716
300888706,8,7,Tuesday,7,35.205503,-89.791999
300888711,3,7,Tuesday,7,35.204339,-89.844367
300888712,8,14,Friday,14,35.204736,-89.792051
300888712,8,14,Friday,14,35.204736,-89.792051
300888714,2,13,Monday,13,35.205136,-89.839871
300888724,4,19,Tuesday,19,35.204681,-89.864223
300888724,4,19,Tuesday,19,35.204681,-89.864223
300888725,7,13,Wednesday,13,35.23864,-89.790549
300888726,4,17,Friday,17,35.216488,-89.846795
300888727,8,13,Sunday,13,35.213251,-89.81434
300888727,8,13,Sunday,13,35.213251,-89.81434
300888727,8,13,Sunday,13,35.213251,-89.81434
300888727,8,13,Sunday,13,35.213251,-89.81434
300888728,8,22,Monday,22,35.204807,-89.791978
300888728,8,22,Monday,22,35.204807,-89.791978
300888729,1,16,Tuesday,16,35.234935,-89.81192
300888731,3,5,Tuesday,5,35.204521,-89.874117
300890129,3,11,Friday,11,35.204529,-89.86544
300890131,1,17,Tuesday,17,35.224395,-89.815124
300890132,3,17,Tuesday,17,35.204649,-89.865112
300890133,8,23,Tuesday,23,35.208986,-89.791815
300890134,1,8,Wednesday,8,35.228415,-89.809608
300890135,4,7,Wednesday,7,35.22456,-89.847147
300890138,5,21,Thursday,21,35.257064,-89.850211
300890139,1,14,Friday,14,35.20527,-89.814715
300890140,3,15,Sunday,15,35.199968,-89.867974
300890142,1,14,Monday,14,35.232667,-89.805634
300890143,4,14,Monday,14,35.207996,-89.876043
300890144,4,13,Tuesday,13,35.212457,-89.870506
300890146,5,17,Tuesday,17,35.236926,-89.845794
300890212,4,1,Wednesday,1,35.213105,-89.875518
300890213,1,10,Wednesday,10,35.205557,-89.834391
300890213,1,10,Wednesday,10,35.205557,-89.834391
300890449,4,5,Tuesday,5,35.208253,-89.868469
300890450,1,22,Wednesday,22,35.218551,-89.807935
300890452,4,6,Wednesday,6,35.220173,-89.879386
300898672,1,0,Wednesday,0,35.230622,-89.793196
300753159,5,5,Monday,5,35.258644,-89.827545
300753160,5,8,Monday,8,35.258152,-89.85313
300753161,4,10,Tuesday,10,35.205596,-89.880668
300753162,8,15,Tuesday,15,35.204742,-89.79198
300753162,8,15,Tuesday,15,35.204742,-89.79198
300753164,3,19,Tuesday,19,35.194802,-89.845149
300753165,1,18,Tuesday,18,35.233966,-89.80165
300753258,3,9,Wednesday,9,35.204342,-89.848018
300753291,2,16,Tuesday,16,35.222241,-89.84109
300753527,4,11,Wednesday,11,35.204739,-89.862046
300753536,7,14,Wednesday,14,35.216542,-89.768776
300753537,6,12,Wednesday,12,35.245876,-89.771573
300753540,4,7,Thursday,7,35.221301,-89.863607
300753540,4,7,Thursday,7,35.221301,-89.863607
300753800,5,20,Wednesday,20,35.241631,-89.853657
300753877,1,6,Friday,6,35.229029,-89.810372
300753877,1,6,Friday,6,35.229029,-89.810372
300754698,2,16,Friday,16,35.205253,-89.838453
300754699,6,18,Friday,18,35.26403,-89.76605
300754700,7,14,Friday,14,35.217075,-89.837685
300754702,6,21,Saturday,21,35.257496,-89.792892
300754703,8,22,Sunday,22,35.204906,-89.795845
300754711,1,7,Monday,7,35.21935,-89.81989
300754712,8,13,Saturday,13,35.20543,-89.79185
300755514,4,14,Monday,14,35.216347,-89.86798
300755536,2,6,Monday,6,35.21708,-89.839745
300755537,8,18,Monday,18,35.20926,-89.802055
300755538,6,18,Tuesday,18,35.26361,-89.768715
300755539,3,7,Wednesday,7,35.200523,-89.83941
300755539,3,7,Wednesday,7,35.200523,-89.83941
300755540,5,11,Tuesday,11,35.25016,-89.845535
300755542,2,20,Wednesday,20,35.205338,-89.834435
300755542,2,20,Wednesday,20,35.205338,-89.834435
300755543,5,20,Wednesday,20,35.235014,-89.836114
300755812,4,14,Wednesday,14,35.22044,-89.883064
300755812,4,14,Wednesday,14,35.22044,-89.883064
300755814,3,15,Wednesday,15,35.203133,-89.840355
300755815,4,12,Thursday,12,35.204886,-89.868683
300755816,4,15,Thursday,15,35.221394,-89.863513
300755816,4,15,Thursday,15,35.221394,-89.863513
300755817,8,17,Thursday,17,35.216391,-89.791622
300755878,8,8,Friday,8,35.205804,-89.791924
300755889,1,13,Friday,13,35.220453,-89.81855
300756114,8,11,Friday,11,35.207417,-89.814545
300756117,2,14,Friday,14,35.204811,-89.841116
300756407,2,7,Wednesday,7,35.21695,-89.836296
300756440,8,11,Sunday,11,35.204999,-89.795748
300756669,8,10,Sunday,10,35.2058,-89.79208
300756670,2,18,Sunday,18,35.216885,-89.836098
300757001,4,11,Monday,11,35.20468,-89.86421
300757001,4,11,Monday,11,35.20468,-89.86421
300757002,4,11,Monday,11,35.20951,-89.863655
300757003,4,7,Wednesday,7,35.218682,-89.867251
300757016,1,7,Tuesday,7,35.212677,-89.814415
300757016,1,7,Tuesday,7,35.212677,-89.814415
300757016,1,7,Tuesday,7,35.212677,-89.814415
300757016,1,7,Tuesday,7,35.212677,-89.814415
300757017,4,11,Tuesday,11,35.20464,-89.864296
300757017,4,11,Tuesday,11,35.20464,-89.864296
300757277,8,14,Tuesday,14,35.228687,-89.808868
300757278,6,16,Friday,16,35.247887,-89.79326
300757280,3,17,Tuesday,17,35.199901,-89.867956
300757281,8,22,Tuesday,22,35.204908,-89.791799
300757282,6,8,Wednesday,8,35.238461,-89.790988
300757428,2,12,Monday,12,35.21675,-89.846725
300757429,7,11,Wednesday,11,35.218296,-89.748085
300757430,4,6,Wednesday,6,35.204773,-89.86169
300757431,8,19,Saturday,19,35.204885,-89.791816
300759021,3,0,Thursday,0,35.190014,-89.876215
300759056,6,15,Thursday,15,35.2587,-89.828545
300759058,4,9,Friday,9,35.204582,-89.85727
300759059,3,12,Friday,12,35.204147,-89.86865
300759060,1,19,Friday,19,35.214489,-89.825198
300759061,3,12,Saturday,12,35.191489,-89.86882
300759062,3,6,Sunday,6,35.200678,-89.839135
300759062,3,6,Sunday,6,35.200678,-89.839135
300759063,4,19,Sunday,19,35.218184,-89.863018
300759063,4,19,Sunday,19,35.218184,-89.863018
300759064,6,21,Sunday,21,35.261871,-89.776075
300759065,7,17,Monday,17,35.21726,-89.783352
300759067,4,11,Monday,11,35.209978,-89.871785
300759089,4,12,Tuesday,12,35.204729,-89.86439
300759089,4,12,Tuesday,12,35.204729,-89.86439
300759296,7,20,Saturday,20,35.216732,-89.77282
300759297,4,2,Thursday,2,35.209995,-89.877205
300759592,7,10,Wednesday,10,35.237154,-89.792933
300759592,7,10,Wednesday,10,35.237154,-89.792933
300759656,2,17,Wednesday,17,35.225492,-89.845876
300759657,2,12,Thursday,12,35.204853,-89.840493
300760395,7,23,Thursday,23,35.218216,-89.79191
300760396,2,15,Saturday,15,35.205055,-89.839503
300760397,5,9,Saturday,9,35.24394,-89.83308
300760398,1,13,Friday,13,35.204483,-89.80229
300760398,1,13,Friday,13,35.204483,-89.80229
300760399,6,19,Saturday,19,35.23846,-89.791084
300760400,5,20,Saturday,20,35.240942,-89.837585
300760400,5,20,Saturday,20,35.240942,-89.837585
300760401,2,5,Sunday,5,35.204936,-89.840531
300760746,1,14,Sunday,14,35.21454,-89.82516
300760747,5,6,Monday,6,35.258584,-89.830013
300760748,4,16,Monday,16,35.221175,-89.863593
300760748,4,16,Monday,16,35.221175,-89.863593
300760786,2,11,Tuesday,11,35.20497,-89.83991
300760787,3,9,Tuesday,9,35.204746,-89.8615
300761043,3,14,Monday,14,35.204586,-89.84593
300761198,6,17,Thursday,17,35.258136,-89.804839
300761202,4,12,Sunday,12,35.204617,-89.85737
300843506,2,7,Tuesday,7,35.216972,-89.83613
300843507,4,13,Tuesday,13,35.204762,-89.863322
300843508,2,15,Tuesday,15,35.204866,-89.840504
300843509,3,18,Tuesday,18,35.200867,-89.838884
300843509,3,18,Tuesday,18,35.200867,-89.838884
300843517,5,15,Wednesday,15,35.264305,-89.856146
300843525,1,6,Thursday,6,35.222332,-89.79807
300843810,6,7,Thursday,7,35.264755,-89.76875
300843814,2,18,Thursday,18,35.205149,-89.836928
300844477,3,7,Friday,7,35.191246,-89.86933
300844478,6,12,Thursday,12,35.233093,-89.8046
300844479,8,17,Thursday,17,35.205123,-89.792136
300844479,8,17,Thursday,17,35.205123,-89.792136
300844480,2,14,Friday,14,35.216927,-89.837175
300844481,4,20,Friday,20,35.205084,-89.880602
300844483,6,14,Saturday,14,35.261824,-89.798104
300844808,4,10,Monday,10,35.204453,-89.873792
300844809,3,10,Thursday,10,35.20475,-89.86093
300844810,5,15,Thursday,15,35.231458,-89.861687
300844813,8,11,Monday,11,35.207584,-89.791936
300844814,1,13,Monday,13,35.205333,-89.832805
300845046,5,15,Tuesday,15,35.249161,-89.806707
300845047,7,0,Thursday,0,35.206063,-89.77284
300845048,6,7,Tuesday,7,35.266364,-89.768631
300845049,5,6,Wednesday,6,35.258995,-89.833238
300845054,2,16,Tuesday,16,35.206039,-89.840614
300845055,1,7,Thursday,7,35.229755,-89.81063
300845056,6,6,Monday,6,35.263577,-89.768704
300846309,4,16,Thursday,16,35.204723,-89.864311
300846309,4,16,Thursday,16,35.204723,-89.864311
300846313,1,16,Thursday,16,35.233964,-89.801393
300846314,4,9,Friday,9,35.219499,-89.86254
300846315,4,10,Friday,10,35.205107,-89.864545
300846315,4,10,Friday,10,35.205107,-89.864545
300846316,1,8,Friday,8,35.2181,-89.791794
300846317,3,7,Saturday,7,35.20456,-89.85742
300846318,2,9,Friday,9,35.204704,-89.847975
300846321,4,18,Saturday,18,35.212732,-89.868245
300846321,4,18,Saturday,18,35.212732,-89.868245
300846322,6,0,Sunday,0,35.257442,-89.793829
300846323,5,2,Sunday,2,35.241255,-89.832475
300846325,1,16,Thursday,16,35.212999,-89.814426
300846325,1,16,Thursday,16,35.212999,-89.814426
300846325,1,16,Thursday,16,35.212999,-89.814426
300846325,1,16,Thursday,16,35.212999,-89.814426
300846326,3,8,Monday,8,35.204735,-89.84049
300846639,4,16,Monday,16,35.210087,-89.872424
300846640,8,12,Tuesday,12,35.205445,-89.834324
300846640,8,12,Tuesday,12,35.205445,-89.834324
300847372,3,9,Wednesday,9,35.19833,-89.859915
300847373,2,18,Wednesday,18,35.226495,-89.846932
300847374,5,17,Wednesday,17,35.241206,-89.832884
300847375,3,7,Thursday,7,35.199188,-89.86839
300847375,3,7,Thursday,7,35.199188,-89.86839
300847376,6,15,Thursday,15,35.238428,-89.793457
300847377,3,15,Thursday,15,35.20489,-89.84036
300848039,3,18,Saturday,18,35.200465,-89.839351
300848039,3,18,Saturday,18,35.200465,-89.839351
300848040,7,0,Monday,0,35.216704,-89.77632
300848318,7,0,Monday,0,35.21496,-89.766396
300848319,8,15,Monday,15,35.216342,-89.791722
300848321,1,20,Monday,20,35.223516,-89.79791
300848322,2,20,Monday,20,35.205375,-89.83438
300848322,2,20,Monday,20,35.205375,-89.83438
300848323,4,16,Monday,16,35.221282,-89.863661
300848323,4,16,Monday,16,35.221282,-89.863661
300849600,4,15,Tuesday,15,35.204726,-89.860911
300849601,6,17,Tuesday,17,35.245941,-89.77189
300849605,6,15,Wednesday,15,35.204656,-89.850423
300849606,3,16,Wednesday,16,35.200501,-89.867059
300849607,2,18,Wednesday,18,35.230369,-89.832396
300849609,5,18,Friday,18,35.239994,-89.837732
300849610,6,18,Friday,18,35.24921,-89.763581
300849611,1,16,Saturday,16,35.212991,-89.814688
300849611,1,16,Saturday,16,35.212991,-89.814688
300849611,1,16,Saturday,16,35.212991,-89.814688
300849611,1,16,Saturday,16,35.212991,-89.814688
300849612,1,19,Saturday,19,35.205416,-89.834288
300849612,1,19,Saturday,19,35.205416,-89.834288
300849615,1,10,Sunday,10,35.216187,-89.79195
300849616,3,16,Sunday,16,35.190683,-89.869215
300849861,3,15,Monday,15,35.203474,-89.845059
300849862,4,6,Friday,6,35.204602,-89.865233
300850466,2,8,Thursday,8,35.211913,-89.839711
300850468,4,7,Monday,7,35.228537,-89.845253
300850468,4,7,Monday,7,35.228537,-89.845253
300850469,6,13,Tuesday,13,35.234886,-89.811889
300850470,3,19,Monday,19,35.204718,-89.840436
300850471,6,13,Tuesday,13,35.260508,-89.822334
300850472,8,17,Tuesday,17,35.205591,-89.814602
300850473,6,18,Tuesday,18,35.263526,-89.768695
300850474,2,13,Tuesday,13,35.208324,-89.840635
300850475,4,6,Wednesday,6,35.226605,-89.846715
300850478,4,7,Wednesday,7,35.209984,-89.86831
300850478,4,7,Wednesday,7,35.209984,-89.86831
300850479,2,9,Wednesday,9,35.204937,-89.84053
300850480,3,9,Wednesday,9,35.204903,-89.84049
300850481,4,14,Wednesday,14,35.209955,-89.868338
300850481,4,14,Wednesday,14,35.209955,-89.868338
300850482,2,17,Wednesday,17,35.20612,-89.84077
300854212,3,11,Tuesday,11,35.204676,-89.864304
300854212,3,11,Tuesday,11,35.204676,-89.864304
300921129,2,11,Thursday,11,35.204723,-89.842872
300921136,3,13,Wednesday,13,35.204762,-89.840444
300921137,2,16,Wednesday,16,35.205325,-89.838107
300921828,1,16,Friday,16,35.233627,-89.803122
300921829,4,15,Saturday,15,35.218441,-89.861154
300921830,2,11,Sunday,11,35.216663,-89.846786
300921831,7,12,Sunday,12,35.21662,-89.77633
300921841,1,17,Thursday,17,35.232177,-89.805486
300921842,2,9,Friday,9,35.217105,-89.843492
300921843,3,17,Thursday,17,35.200074,-89.838953
300921843,3,17,Thursday,17,35.200074,-89.838953
300921844,4,13,Friday,13,35.204214,-89.8708
300921845,4,14,Friday,14,35.205291,-89.864233
300921845,4,14,Friday,14,35.205291,-89.864233
300921846,4,16,Friday,16,35.20489,-89.868495
300921847,4,18,Saturday,18,35.213246,-89.869343
300922544,6,19,Sunday,19,35.248846,-89.819468
300922545,2,17,Sunday,17,35.21684,-89.836111
300922546,2,14,Wednesday,14,35.216943,-89.829962
300922547,1,15,Wednesday,15,35.215487,-89.826487
300922549,1,4,Monday,4,35.224615,-89.811978
300923425,4,17,Sunday,17,35.204566,-89.856964
300923431,7,13,Thursday,13,35.23748,-89.793409
300923431,7,13,Thursday,13,35.23748,-89.793409
300923432,3,17,Saturday,17,35.190741,-89.869188
300923434,4,16,Thursday,16,35.218399,-89.863073
300923434,4,16,Thursday,16,35.218399,-89.863073
300923435,4,17,Thursday,17,35.210128,-89.875209
300923440,4,16,Saturday,16,35.204589,-89.857394
300923444,8,17,Thursday,17,35.206126,-89.791914
300923446,3,12,Friday,12,35.200416,-89.839543
300923446,3,12,Friday,12,35.200416,-89.839543
300923452,2,14,Friday,14,35.229046,-89.836274
300923453,4,21,Sunday,21,35.204857,-89.876504
300923475,5,16,Thursday,16,35.259154,-89.832983
300923666,2,7,Tuesday,7,35.206313,-89.840597
300923667,4,16,Tuesday,16,35.204613,-89.856443
300923668,2,17,Tuesday,17,35.204888,-89.840487
300924034,6,0,Saturday,0,35.250229,-89.770879
300924037,3,13,Friday,13,35.200506,-89.839339
300924037,3,13,Friday,13,35.200506,-89.839339
300924045,3,19,Tuesday,19,35.204838,-89.840559
300924238,6,9,Friday,9,35.250994,-89.793303
300925050,4,17,Sunday,17,35.204589,-89.857467
300925051,4,16,Monday,16,35.205256,-89.880743
300925052,8,16,Monday,16,35.210424,-89.770064
300925054,7,17,Monday,17,35.216434,-89.768891
300925068,2,17,Thursday,17,35.215461,-89.826412
300925069,5,20,Friday,20,35.241183,-89.838206
300925069,5,20,Friday,20,35.241183,-89.838206
300925070,3,11,Friday,11,35.204863,-89.840519
300925071,2,7,Tuesday,7,35.234583,-89.83613
300925356,5,10,Tuesday,10,35.236575,-89.848801
300925357,4,21,Tuesday,21,35.215717,-89.859245
300926150,2,17,Tuesday,17,35.231039,-89.83727
300926151,6,17,Wednesday,17,35.247358,-89.768127
300926153,1,14,Saturday,14,35.214439,-89.825124
300926156,8,15,Saturday,15,35.218091,-89.791801
300926157,8,17,Saturday,17,35.20549,-89.791934
300926158,3,6,Sunday,6,35.204724,-89.862189
300926160,7,11,Sunday,11,35.240054,-89.776449
300927717,4,6,Monday,6,35.228563,-89.845308
300927717,4,6,Monday,6,35.228563,-89.845308
300927718,2,15,Monday,15,35.204774,-89.840632
300927720,2,17,Tuesday,17,35.205039,-89.840285
300927721,6,10,Wednesday,10,35.268172,-89.80928
300927722,1,15,Wednesday,15,35.205801,-89.821799
300927726,4,18,Wednesday,18,35.226781,-89.850964
300928351,2,16,Thursday,16,35.228166,-89.825574
400023096,4,11,Wednesday,11,35.18888,-89.85165
400037412,4,0,Wednesday,0,35.189,-89.85182
300745786,4,6,Thursday,6,35.221336,-89.86365
300745786,4,6,Thursday,6,35.221336,-89.86365
300745787,4,6,Thursday,6,35.218997,-89.867911
300745792,1,7,Thursday,7,35.207167,-89.814598
300745794,2,17,Tuesday,17,35.22026,-89.83585
300745796,1,13,Tuesday,13,35.213298,-89.817922
300745798,2,21,Tuesday,21,35.237752,-89.828617
300745801,2,12,Saturday,12,35.20545,-89.834792
300745801,2,12,Saturday,12,35.20545,-89.834792
300745802,5,8,Tuesday,8,35.241148,-89.837649
300745802,5,8,Tuesday,8,35.241148,-89.837649
300745811,8,12,Friday,12,35.205924,-89.802321
300745812,3,5,Monday,5,35.195448,-89.85917
300745824,6,13,Saturday,13,35.263119,-89.77116
300746150,6,0,Friday,0,35.248932,-89.81297
300746747,3,0,Monday,0,35.190506,-89.86282
300746749,4,4,Saturday,4,35.220272,-89.879299
300746750,6,10,Tuesday,10,35.250626,-89.793357
300746751,5,12,Thursday,12,35.256875,-89.850066
300746752,2,14,Monday,14,35.216644,-89.846659
300746755,3,17,Saturday,17,35.20468,-89.86244
300746758,6,16,Sunday,16,35.250725,-89.79335
300747707,5,0,Sunday,0,35.26466,-89.84809
300747709,8,7,Monday,7,35.217297,-89.783355
300747710,4,8,Monday,8,35.221206,-89.863923
300747710,4,8,Monday,8,35.221206,-89.863923
300747711,4,14,Monday,14,35.20476,-89.849743
300747712,3,11,Monday,11,35.205357,-89.838035
300747713,8,13,Monday,13,35.205053,-89.802328
300747714,4,15,Monday,15,35.208476,-89.854911
300747717,4,7,Tuesday,7,35.204743,-89.847977
300747719,2,21,Tuesday,21,35.205196,-89.83881
300747720,6,11,Wednesday,11,35.26363,-89.768715
300747723,1,6,Thursday,6,35.215329,-89.791683
300747724,7,7,Thursday,7,35.218174,-89.791713
300747725,3,12,Thursday,12,35.205475,-89.83547
300747737,2,10,Thursday,10,35.228672,-89.83805
300747742,6,10,Thursday,10,35.25107,-89.79328
300747743,1,11,Wednesday,11,35.216427,-89.79254
300748004,4,17,Friday,17,35.204784,-89.86376
300748004,4,17,Friday,17,35.204784,-89.86376
300748007,3,18,Friday,18,35.198097,-89.84188
300748008,5,18,Friday,18,35.258016,-89.862227
300748280,4,2,Sunday,2,35.20478,-89.85176
300748281,4,2,Sunday,2,35.204735,-89.85236
300748332,2,17,Saturday,17,35.204724,-89.844611
300748506,3,20,Saturday,20,35.204784,-89.848104
300748564,4,7,Monday,7,35.204256,-89.87305
300748792,4,8,Monday,8,35.205936,-89.886246
300748793,6,14,Sunday,14,35.251158,-89.793302
300748803,4,19,Monday,19,35.204784,-89.86154
300748804,6,20,Monday,20,35.240108,-89.787198
300748871,4,6,Tuesday,6,35.223999,-89.854958
300750397,4,17,Friday,17,35.218842,-89.86787
300750398,8,10,Tuesday,10,35.208053,-89.814628
300750399,8,19,Saturday,19,35.205129,-89.791972
300750400,6,6,Wednesday,6,35.260826,-89.81294
300750401,4,19,Wednesday,19,35.231093,-89.865013
300750402,2,17,Wednesday,17,35.216966,-89.836128
300750403,6,7,Thursday,7,35.238447,-89.793429
300750404,3,7,Thursday,7,35.204673,-89.84656
300750405,3,13,Thursday,13,35.205432,-89.834322
300750405,3,13,Thursday,13,35.205432,-89.834322
300750407,4,16,Thursday,16,35.215923,-89.86813
300750409,4,13,Friday,13,35.20475,-89.86092
300750441,8,14,Friday,14,35.2049,-89.7777
300750442,6,18,Sunday,18,35.248566,-89.817543
300750503,1,8,Monday,8,35.230735,-89.812441
300750504,2,8,Monday,8,35.23325,-89.822389
300750505,5,9,Monday,9,35.264549,-89.851609
300750770,8,14,Monday,14,35.20856,-89.814692
300750771,3,18,Sunday,18,35.20468,-89.84457
300750772,3,0,Monday,0,35.196036,-89.860173
300751002,6,12,Sunday,12,35.26111,-89.76912
300751313,3,6,Wednesday,6,35.20434,-89.87361
300751314,6,18,Thursday,18,35.2636,-89.76863
300751315,3,21,Wednesday,21,35.200527,-89.83962
300751315,3,21,Wednesday,21,35.200527,-89.83962
300751651,1,19,Tuesday,19,35.212999,-89.816931
300751652,4,15,Thursday,15,35.204361,-89.873387
300751653,2,16,Thursday,16,35.208449,-89.840549
300751656,2,18,Thursday,18,35.216996,-89.843731
300751657,4,19,Thursday,19,35.204772,-89.863663
300751657,4,19,Thursday,19,35.204772,-89.863663
300751658,3,18,Thursday,18,35.204525,-89.86421
300751658,3,18,Thursday,18,35.204525,-89.86421
300752935,3,17,Tuesday,17,35.204987,-89.834885
300752935,3,17,Tuesday,17,35.204987,-89.834885
300752937,5,7,Friday,7,35.257967,-89.862081
300752938,3,18,Friday,18,35.20356,-89.86431
300752939,4,19,Saturday,19,35.22072,-89.86374
300752939,4,19,Saturday,19,35.22072,-89.86374
300752940,4,22,Saturday,22,35.22028,-89.86551
300752941,3,23,Saturday,23,35.19031,-89.84982
300752941,3,23,Saturday,23,35.19031,-89.84982
300752942,5,10,Sunday,10,35.250215,-89.853172
300753029,5,21,Saturday,21,35.261688,-89.839673
300753155,7,16,Friday,16,35.216569,-89.7688
300753156,3,17,Friday,17,35.199501,-89.840407
300753158,5,21,Sunday,21,35.257873,-89.861357
300753256,4,8,Tuesday,8,35.218501,-89.867957
300753885,2,21,Sunday,21,35.228954,-89.83611
103453579,4,16,Thursday,16,35.2188,-89.86793
300835866,6,10,Saturday,10,35.263743,-89.768956
300835870,7,0,Sunday,0,35.22542,-89.77204
300835871,1,6,Sunday,6,35.229018,-89.810424
300835871,1,6,Sunday,6,35.229018,-89.810424
300835872,6,16,Saturday,16,35.260279,-89.807519
300835873,6,15,Sunday,15,35.261329,-89.784798
300835873,6,15,Sunday,15,35.261329,-89.784798
300836141,2,9,Monday,9,35.21708,-89.842068
300836142,3,9,Monday,9,35.204567,-89.85737
300836143,4,6,Tuesday,6,35.21026,-89.880499
300836143,4,6,Tuesday,6,35.21026,-89.880499
300836386,6,12,Monday,12,35.241954,-89.793346
300836395,5,17,Tuesday,17,35.241504,-89.851801
300836397,3,16,Monday,16,35.202858,-89.864572
300837497,3,16,Friday,16,35.205376,-89.834536
300837497,3,16,Friday,16,35.205376,-89.834536
300837498,3,14,Friday,14,35.204882,-89.840431
300837500,4,15,Saturday,15,35.204763,-89.85968
300837501,8,16,Saturday,16,35.216284,-89.791739
300837603,4,19,Saturday,19,35.216557,-89.85302
300837604,2,19,Saturday,19,35.204796,-89.84047
300837605,4,11,Thursday,11,35.204147,-89.870293
300837789,2,7,Tuesday,7,35.220449,-89.834347
300837792,2,23,Sunday,23,35.21698,-89.836075
300837793,1,14,Sunday,14,35.22841,-89.819333
300838451,7,5,Tuesday,5,35.21662,-89.77041
300838453,4,22,Wednesday,22,35.204701,-89.861048
300838454,1,22,Wednesday,22,35.2307,-89.80893
300838455,6,11,Thursday,11,35.24596,-89.771923
300838456,3,16,Thursday,16,35.204668,-89.859015
300838457,8,14,Thursday,14,35.207607,-89.79193
300839193,4,14,Friday,14,35.20501,-89.864211
300839197,3,15,Sunday,15,35.204169,-89.869474
300839198,3,15,Friday,15,35.205181,-89.838645
